cs_company_id,matched_name,incorp_date,employees,creditworthy,credit_score,credit_limit,sector,office_type_code,common_score,currency,is_active,country_code,estimated_revenue,reg_type,profit,dbt_ltd,dbt_nltd,dbt,probability_of_default,ultimate_holding_company_identifier,ultimate_holding_company,ultimate_holding_company_country,common_score_bulk_365,credit_score_bulk_365,credit_limit_bulk_365,profit_bulk_365,estimated_revenue_bulk_365,dbt_ltd_bulk_365,dbt_nltd_bulk_365,dbt_bulk_365,probability_of_default_bulk_365,group_structure_count
DE01826369,JÖRN GMBH,06-09-2002,,Y,71,310000,C,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,73,540000,,,,,,,3
DE01826474,MAIER VERMIETUNGS- UND VERPACHTUNGS GMBH & CO. KG,08-02-2006,,Y,76,15000,L,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,76,18000,,,,,,,0
DE01826735,VERWALTUNG CLAUS TERHEGGEN FOOD TECHNOLOGY GMBH,29-07-1992,,Y,69,6000,M,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,69,6000,,,,,,,0
DE01823606,PROCTER & GAMBLE GERMANY GMBH & CO OPERATIONS OHG,08-05-2003,20 - 49,N,-13,0,K,HEAD OFFICE,not_scored,EUR,TRUE,DE,10313000,LIMITED,-797936000,,,,,US44398938,THE PROCTER & GAMBLE COMPANY,USA,not_scored,-13,0,-797936000,10313000,,,,,735
DE01826197,VASILY - MARMOR GMBH,28-10-1987,,N,31,0,G,HEAD OFFICE,D,EUR,TRUE,DE,,LIMITED,,,,,,,,,C,36,5500,,,,,,,0
DE01827348,BUCHNER UND PARTNER GMBH,15-05-1990,50 - 99,Y,51,7500,G,HEAD OFFICE,C,EUR,TRUE,DE,7931622,LIMITED,972831,,,,,NL05529086,MAIN FOUNDATION I COÖPERATIEF U.A.,NLD,A,93,66000,,,,,,,18
DE01827292,IBS - INDUSTRIEBEDARF STEINBACH GMBH,26-07-1971,Oct-19,Y,78,105000,C,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,WXDE78185962,"ERBENGEMEINSCHAFT OPITZ, LICHA",DEU,A,100,120000,,,,,,,2
DE01827428,HANNS VOGEL GMBH & CO. KG,14-12-2001,,Y,76,89000,K,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,76,91000,,,,,,,2
DE01827525,CLEMENS UND RUDOLF BOHR GESELLSCHAFT FÜR HOLZBAU UND ZIMMEREI MIT BESCHRÄNKTER HAFTUNG,09-04-1987,,N,32,0,F,HEAD OFFICE,D,EUR,TRUE,DE,,LIMITED,,,,,,,,,C,41,11500,,,,,,,0
DE01827837,INTER PARES RESIDENZ AN DER LAUTER GMBH,20-11-1978,06-Sep,Y,60,9000,Q,HEAD OFFICE,C,EUR,TRUE,DE,,LIMITED,,,,,,DE04085592,INTER PARES BERATUNGS- UND BETEILIGUNGSGESELLSCHAFT MBH,DEU,C,60,9500,-249840,213079,,,,,35
DE01828244,VERLAG MERSEBURGER BERLIN GESELLSCHAFT MIT BESCHRÄNKTER HAFTUNG,31-12-1964,,Y,68,14000,J,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,70,13500,,,,,,,0
DE01827935,TILE - TEC EXTRUSION GMBH,01-08-2000,,N,-25,0,C,HEAD OFFICE,not_scored,EUR,FALSE,DE,,LIMITED,,,,,,DE02774708,SCHOLLMAYER GMBH & CO. KG,DEU,not_scored,-23,0,,,,,,,2
DE01833012,FENEBERG UNTERNEHMENSBERATUNGSGESELLSCHAFT MBH,06-11-1992,,Y,69,24500,M,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,69,24500,,,,,,,0
DE01830713,SCHWARZWALD-APOTHEKE JÜRGEN FRANZ KRUMPHOLZ E. KFM.,03-06-1986,,Y,71,10500,G,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,71,10500,,,,,,,0
DE01834536,KOCH CONSULTANTS GMBH,23-07-1982,,Y,63,110000,N,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,DE31414573,KOCH GMBH & CO. KG,DEU,B,69,82000,,,,,,,6
DE01792682,CITY CENTER GMBH,18-08-2000,,Y,76,19500,L,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,76,23000,,,,,,,0
DE01793812,INFORMENTA E.K.,17-01-2003,,Y,68,10000,J,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,68,10000,,,,,,,0
DE01823598,LBBW IMMOBILIEN MANAGEMENT GMBH,10-12-2002,100 - 199,Y,69,15000000,F,HEAD OFFICE,B,EUR,TRUE,DE,10842175,LIMITED,0,,,,,DE01730297,LANDESKIRCHE BADEN-WÜRTTEMBERG,DEU,A,93,15000000,0,39554212,,,,,334
DE01794458,TAXI- UND KURIERDIENST PESCHKE GMBH,05-07-2004,,Y,85,13000,H,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,,,,A,84,16500,,,,,,,0
DE01832781,AVANCE - SERVICE - GMBH,02-12-1999,,N,24,0,G,HEAD OFFICE,D,EUR,TRUE,DE,,LIMITED,,,,,,,,,D,24,0,,,,,,,0
DE01793540,MAR COMFORT BAU GMBH,15-01-2004,,N,-33,0,F,HEAD OFFICE,not_scored,,TRUE,DE,,LIMITED,,,,,,,,,not_scored,-33,0,,,,,,,0
DE01795258,GEBA WOLFSBURG GMBH,26-03-2003,,Y,73,32500,N,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,A,88,52000,,,,,,,0
DE01828770,CAFRA HOLDING GMBH,16-11-2005,,Y,76,68000,M,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,72,68000,,,,,,,3
DE01795552,SIROTEX OHG,21-01-1999,,N,-13,0,M,HEAD OFFICE,not_scored,,TRUE,DE,,LIMITED,,,,,,,,,not_scored,-13,0,,,,,,,0
DE01793292,ALDERS VERWALTUNGS- UND SERVICE-GMBH,02-01-1990,,Y,54,29500,M,HEAD OFFICE,C,EUR,TRUE,DE,,LIMITED,,,,,,,,,C,57,53000,,,,,,,0
DE01834691,HYGIENE SCHRÖDER GMBH,10-07-2001,200 - 499,Y,95,150000,N,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,,,,A,95,105000,,,,,,,3
DE01793871,ERHARD KRAFFT E.KFR.,31-12-1967,,Y,71,10500,G,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,71,10500,,,,,,,0
DE01795654,BIECO GMBH,31-12-1958,,Y,71,10500,C,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,WXDE78227811,SUPA FAMILY BETEILIGUNGSGESELLSCHAFT MBH,DEU,B,63,9500,,,,,,,4
DE01793979,ERICH PRACHT INH. URSULA DÜRNER E. KFR.,23-08-1954,,Y,71,10500,G,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,71,10500,,,,,,,0
DE01794543,"TANK-, WASCH- UND SERVICECENTER GMBH & CO. KG",17-01-2005,06-Sep,Y,59,9000,G,HEAD OFFICE,C,EUR,TRUE,DE,,LIMITED,,,,,,,,,C,52,8000,,,,,,,0
DE01795094,"SCHLOSSEREI UND METALLBAU BEERENSMEYER, INH. WILFRIED BEERENSMEYER",15-11-1996,,Y,68,10000,C,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,68,10000,,,,,,,0
DE01821563,ANDREAS SCHLÖFFEL GMBH,21-10-1996,03-May,Y,82,46500,G,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,72,34000,,,,,,,0
DE01797261,KIESWERK ZIEGELHEIM GMBH,21-12-1993,,Y,86,81000,B,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,WW00913787,UNIQA INSURANCE GROUP,AUT,A,84,82000,,,,,,,579
DE01795371,HOMER VERWALTUNGS GMBH,06-08-2003,,Y,86,445000,M,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,,,,A,86,445000,,,,,,,0
DE01796807,CHRIST VERWALTUNGS GMBH & CO. KG.,01-01-2001,,Y,61,125000,L,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,61,125000,,,,,,,0
DE01796222,ZEIHER GRUNDSTÜCKSVERWALTUNG GMBH & CO. KG,21-12-2004,,Y,95,940000,L,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,78,11500,,,,,,,2
DE01823514,DORNER GRUNDSTÜCKSVERWALTUNG GMBH,13-01-1999,,Y,76,8500,M,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,72,8000,,,,,,,0
DE01821305,INAS CONSULTING-GMBH,04-10-2000,,N,-23,0,M,HEAD OFFICE,not_scored,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,76,10000,,,,,,,0
DE01843420,AUTO-SERVICE HANOWI GMBH,23-11-1999,06-Sep,Y,67,11500,G,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,67,11500,,,,,,,0
DE01843380,KRM LEASING VERWALTUNGS GMBH,23-10-1996,,Y,63,53000,M,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,69,45500,,,,,,,0
DE01843862,SCHRANK & KAHLIG GRUNDSTÜCKSGESELLSCHAFT MBH & CO. BETRIEBS KG,03-03-1996,,Y,76,43500,L,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,76,35500,,,,,,,0
DE01847566,BEETHOVEN-APOTHEKE INH. BIRGIT MEYER E.KFR.,27-05-1969,,Y,71,10500,G,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,71,10500,,,,,,,0
DE01844507,ADAM GG. KLEIN E.K.,06-08-1965,,Y,71,10500,K,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,71,10500,,,,,,,0
DE01845072,STAGE IV GLOBAL TRUST KG,27-01-2006,,Y,69,5000,K,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,69,5000,,,,,,,0
DE01844437,SCHREINER-TRANSPORT-VERWALTUNGS-GESELLSCHAFT MIT BESCHRÄNKTER HAFTUNG,31-12-1972,,Y,76,7500,M,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,76,7500,,,,,,,0
DE01849254,HSP IMMOBILIEN VERWALTUNG GMBH,18-12-2002,,Y,84,8000,L,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,,,,A,84,7500,,,,,,,0
DE01850797,BLUESKY AM GMBH,09-09-1993,,N,30,0,L,HEAD OFFICE,D,EUR,TRUE,DE,,LIMITED,,,,,,,,,C,50,7500,,,,,,,2
DE01847730,SPRADAU GESELLSCHAFT MIT BESCHRÄNKTER HAFTUNG,12-02-1998,,Y,69,14000,M,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,A,84,17000,,,,,,,0
DE01849847,CENTAURI GMBH FILM- UND FERNSEHPRODUKTIONEN,26-04-2000,,Y,78,14000,J,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,74,12000,,,,,,,0
DE01850979,SCHMITZ BETEILIGUNGSGESELLSCHAFT MBH,23-10-2001,,Y,76,6500,M,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,76,6500,,,,,,,0
DE01853334,ANWR GROUP EG,30-07-1919,1000 - 1999,Y,92,15000000,K,HEAD OFFICE,A,EUR,TRUE,DE,689868000,LIMITED,4484600,,,,,,,,A,92,15000000,486900,643466600,,,,,49
DE01853347,REHA-KLINIK SCHMANNEWITZ VERWALTUNGS GMBH,16-09-1997,,N,-25,0,M,HEAD OFFICE,not_scored,EUR,FALSE,DE,,LIMITED,,,,,,DE01145194,DENGG KLINIKEN CONSULT GMBH,DEU,not_scored,-23,0,,,,,,,2
DE01852198,KOCHSIEK & NLI GMBH,16-02-2005,01-Feb,Y,80,88000,N,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,JP002268808,NEWLONG INDUSTRIAL CO. LTD.,JPN,B,75,165000,,,,,,,2
DE01853298,EDA EVENT-DESIGN AGENTUR GMBH,10-12-2003,,N,-33,0,M,HEAD OFFICE,not_scored,,TRUE,DE,,LIMITED,,,,,,,,,not_scored,-33,0,,,,,,,0
DE01846631,ERSTE FRANKFURTER HOIST GMBH,16-01-2006,,N,-23,0,K,HEAD OFFICE,not_scored,EUR,TRUE,DE,,LIMITED,,,,,,DE01133164,DEUTSCHE BANK AKTIENGESELLSCHAFT,DEU,D,27,0,,,,,,,686
DE01854121,TORGAUER OBJEKTTEXTILIEN TEXTILGROßHANDEL INH. SIEGFRIED LANDES E.K.,12-02-1999,,Y,69,10500,G,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,69,10500,,,,,,,0
DE01815767,MAHLE BEHR VERWALTUNG GMBH,13-04-1967,,Y,73,2250000,K,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,DE18233035,M A H L E - S T I F T U N G GESELLSCHAFT MIT BESCHRÄNKTER HAFTUNG,DEU,B,74,2550000,,,,,,,213
DE01859429,ADAMA GMBH,16-12-2002,,Y,63,22000,J,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,76,8000,,,,,,,0
DE01835942,ENERGY TECHNOLOGY ETE GMBH,31-08-2004,,Y,78,33000,C,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,76,14000,,,,,,,0
DE01854376,SCHUKO KNETZGAU VERWALTUNGS-GMBH,15-02-1988,,Y,84,11000,M,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,80,9000,,,,,,,0
DE01812290,BLUMENHANDEL ROSALINA DANTE E.KFR.,03-08-2004,,Y,69,10500,G,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,69,10500,,,,,,,0
DE01831938,HIRMER VERWALTUNGS GMBH,30-11-1984,,Y,74,15000,K,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,76,17500,,,,,,,0
DE01816840,BIT WORLD COMPUTING E.K.,04-09-2000,,Y,69,10500,G,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,69,10500,,,,,,,0
DE01811781,EDWIN KIRSCH E.K. INHABERIN GABRIELE MÜLLER,12-12-2000,,Y,69,10500,G,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,69,10500,,,,,,,0
DE01812492,LATSCH GMBH,02-12-2002,,Y,76,11500,K,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,76,11500,,,,,,,0
DE01814617,RUDI UND ANDREAS WAHL BETEILIGUNGS GMBH,21-02-1994,,N,-22,0,M,HEAD OFFICE,not_scored,,TRUE,DE,,LIMITED,,,,,,,,,not_scored,-22,0,,,,,,,0
DE01848539,GEBR. WOLTEMADE GMBH,20-01-2005,,N,20,0,B,HEAD OFFICE,D,EUR,TRUE,DE,,LIMITED,,,,,,,,,C,40,6000,,,,,,,0
DE01817161,FW & K HAPEL GMBH,24-10-2000,,Y,84,8500,M,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,80,6500,,,,,,,0
DE01816186,NÄCHSTENLIEBE WELTWEIT GGMBH,23-11-2011,,Y,61,9000,S,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,C,49,7500,,,,,,,2
DE01818099,OH IT´S FRESH GMBH,12-09-1984,,Y,81,59000,I,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,,,,A,81,52000,,,,,,,0
DE01865252,KNUNBAUER IMMOBILIEN GMBH,16-06-2005,,Y,73,11000,L,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,AT05106857,KNUNBAUER VERWALTUNGS-GMBH,AUT,B,71,10500,,,,,,,8
DE01840722,KOCKEN & EHLERDING KRABBENHANDELS GMBH,22-09-2004,,Y,47,8500,G,HEAD OFFICE,C,EUR,TRUE,DE,,LIMITED,,,,,,DE02373783,ALWIN & SIEGFRIED KOCKEN KRABBENHANDELSGESELLSCHAFT MBH,DEU,C,47,8500,,,,,,,2
DE01818126,STÖCKER VERWALTUNGS-GMBH,03-02-1995,,Y,76,6000,M,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,76,6000,,,,,,,0
DE01811939,MITCHEL BERBERICH SOFTWARE GMBH,27-09-2000,,Y,61,9000,J,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,69,10500,,,,,,,0
DE01818663,CONSULT + SYSTEM G.R.O.U.P. GMBH,05-03-2002,,Y,80,60000,G,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,80,60000,,,,,,,0
DE01818520,DORWEILER GRUNDSTÜCKS GMBH & CO. KG,08-03-2001,,Y,76,20000,L,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,75,17000,,,,,,,0
DE01818169,ING. HEINZ SCHARNWEBER GARTEN- UND LANDSCHAFTSBAU GESELLSCHAFT MIT BESCHRÄNKTER HAFTUNG,12-03-2002,,Y,53,16000,N,HEAD OFFICE,C,EUR,TRUE,DE,,LIMITED,,,,,,DE00994940,REISS - ERD- UND GARTENBAUGESELLSCHAFT MBH,DEU,C,48,14500,,,,,,,2
DE01859993,AUTO SERVICE SCHORR GMBH,20-11-2003,,Y,76,11500,G,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,80,8500,,,,,,,0
DE01886895,TOP INVESTMENT GMBH,02-07-2004,,Y,76,9500,K,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,76,10000,,,,,,,0
DE01840297,GASVERSORGUNG SÜDDEUTSCHLAND GMBH,11-12-1995,20 - 49,Y,92,15000000,D,HEAD OFFICE,A,EUR,TRUE,DE,1975071359,LIMITED,0,,,,,DE01738733,ENBW ENERGIE BADEN-WÜRTTEMBERG AG,DEU,A,90,15000000,0,2786928582,,,,,711
DE01869267,IMMOPAIX E.K.,15-03-2000,,Y,69,10500,L,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,69,10500,,,,,,,0
DE01869995,KANNE BROTTRUNK GMBH,03-08-1982,,Y,84,21000,K,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,DE04239985,KANNE HOLDING GMBH,DEU,B,76,20000,,,,,,,5
DE01869755,PACIFIC INTERNATIONAL DEVELOPMENT GMBH,04-09-1980,,N,21,0,G,HEAD OFFICE,D,EUR,TRUE,DE,,LIMITED,,,,,,,,,D,21,0,,,,,,,0
DE01868816,HEAVY HAUL POWER INTERNATIONAL GMBH,16-12-1999,,Y,81,505000,H,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,,,,A,81,505000,,,,,,,0
DE01872682,MALTEC GMBH,21-12-2000,,Y,88,9000,F,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,,,,A,88,9000,,,,,,,0
DE01871480,ELEKTROHAUS FEUSTELL MATHILDE FEUSTELL INH. ALEXANDER UTHE,31-12-1903,,Y,65,10000,F,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,65,10000,,,,,,,0
DE01871773,ERWIN HAUMANN ZAHNTECHNIK GMBH,01-12-1998,,N,-23,0,C,HEAD OFFICE,not_scored,EUR,TRUE,DE,,LIMITED,,,,,,,,,not_scored,-23,0,,,,,,,0
DE01872686,RAU VERWALTUNGS GMBH,06-09-2005,50 - 99,Y,37,5500,M,HEAD OFFICE,C,EUR,TRUE,DE,,LIMITED,,,,,,,,,C,59,9000,,,,,,,0
DE01868994,BÄCKEREI GUT FAHRENBACH GMBH,23-10-1991,,Y,83,8000,C,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,,,,A,83,8000,,,,,,,0
DE01874764,SALTO FLORALE KG,01-01-1995,,Y,71,13500,G,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,71,13500,,,,,,,0
DE01872927,ZUPAN MALERBETRIEB GMBH,09-09-1996,,N,26,0,F,HEAD OFFICE,D,EUR,TRUE,DE,,LIMITED,,,,,,,,,D,23,0,,,,,,,0
DE01874508,FRANK FÜRSTE WÄRMETECHNIK E.K.,22-02-1999,,Y,63,9500,F,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,63,9500,,,,,,,0
DE01875909,DR. NÄGEL STEUERBERATUNGSGESELLSCHAFT MBH & CO. KG,12-07-2004,,Y,64,9500,M,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,64,6500,,,,,,,0
DE01874979,M + P MANEGEMENT UND PLANUNG GMBH,26-10-2000,,N,22,0,M,HEAD OFFICE,D,EUR,TRUE,DE,,LIMITED,,,,,,,,,D,22,0,,,,,,,0
DE01879441,AGATHA APOTHEKE DR. MATTHIAS KLEIN E.K.,13-02-1990,,Y,71,10500,G,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,71,10500,,,,,,,0
DE01875562,FUEL CELL CERAMICS GMBH,31-07-2001,,Y,83,12500,C,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,,,,A,83,12500,,,,,,,0
DE01877340,"DIETER STUIBER GERÜSTBAU E.K., INHABER: MARC STUIBER",04-08-2006,,Y,63,9500,F,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,63,9500,,,,,,,0
DE01876966,OMNIBUSBETRIEB REINHARD GRAF GMBH,06-04-1970,,N,-23,0,H,HEAD OFFICE,not_scored,EUR,TRUE,DE,,LIMITED,,,,,,,,,not_scored,-23,0,,,,,,,0
DE01866533,TOURISMARKETING SERVICE GMBH,14-04-1998,,Y,80,400000,J,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,FR15293681,S4BT,FRA,A,90,465000,,,,,,,4
DE01881242,GREB & FRIENDS GMBH,03-11-2000,,Y,52,13500,M,HEAD OFFICE,C,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,63,18500,,,,,,,0
DE01876341,WOLFGANG KLOTZ GMBH,31-12-1977,,Y,88,12500,F,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,,,,A,84,8000,,,,,,,0
DE01860296,"LUDWIG SAUER, GLASEREI UND FENSTERBAU INH. GEROLF SAUER",25-05-1992,,Y,65,10000,F,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,65,10000,,,,,,,0
DE01877424,DOETSCH MINERALOEL- HANDELS- UND VERWALTUNGSGESELLSCHAFT MIT BESCHRÄNKTER HAFTUNG.,10-08-1972,,Y,62,48500,S,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,80,48000,,,,,,,0
DE01835823,AKG THERMOTECHNIK GMBH & CO. KOMMANDITGESELLSCHAFT,23-06-1989,,Y,71,16500,G,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,71,16500,,,,,,,0
DE01859934,MANFRED SCHABMAIR GMBH,13-03-1997,,Y,80,14000,G,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,80,15500,,,,,,,0
DE01859810,COMESTICA AG,08-04-2004,,Y,88,11500,G,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,,,,A,81,11000,,,,,,,0
DE01836156,BAUGESELLSCHAFT STEINBRECHER GMBH,20-08-1996,,N,-23,0,F,HEAD OFFICE,not_scored,EUR,TRUE,DE,,LIMITED,,,,,,,,,not_scored,-23,0,,,,,,,0
DE01866144,BÖHM & HEMPEL OBERFLÄCHENBESCHICHTUNG GMBH,11-03-1999,03-May,Y,92,135000,C,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,,,,A,97,140000,,,,,,,0
DE01837501,UNSER VERLAG OHG,22-02-1999,,Y,68,5000,J,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,68,5000,,,,,,,0
DE01868804,GRÜNWALD GMBH,24-01-1996,,Y,78,325000,C,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,A,89,420000,,,,,,,0
DE01835933,MODEHAUS ELISABETH STEPKEN GMBH & CO. KG.,31-12-1932,,N,24,0,G,HEAD OFFICE,D,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,74,22000,,,,,,,0
DE01837045,SCHREINEREI FERSCH INH. ALEXANDER MÜLLER E.K.,27-12-2004,,Y,68,10000,C,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,68,10000,,,,,,,0
DE01879918,W-Z ZERSPANUNGSTECHNIK GMBH,16-03-1998,,Y,56,13500,C,HEAD OFFICE,C,EUR,TRUE,DE,,LIMITED,,,,,,,,,C,49,5500,,,,,,,0
DE01839102,BRANDPERFECTION GMBH,18-02-2005,,Y,76,37000,M,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,76,37000,,,,,,,0
DE01838562,EG WOHNBAU U. GRUNDSTÜCKS GMBH,05-07-1988,,Y,71,23000,M,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,78,23000,,,,,,,0
DE01839941,"GEBRÜDER QUAST, VERWALTUNGSGESELLSCHAFT MIT BESCHRÄNKTER HAFTUNG",18-05-1972,,Y,95,75000,K,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,DE01217910,OTTO QUAST BAU AKTIENGESELLSCHAFT,DEU,A,91,69000,,,,,,,16
DE01866865,ETZKORN ELEKTROANLAGEN & STEUERUNGSBAU GMBH,23-05-2001,,Y,83,185000,F,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,,,,C,60,82000,,,,,,,0
DE01840449,S.W.B. BLUMENERDE HELMUT SCHÖNE VERWALTUNGS- UND BETEILIGUNGSGESELLSCHAFT MBH,21-01-1985,,Y,72,11000,M,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,72,11000,,,,,,,0
DE01837247,WSN GRUNDBESITZ GMBH,16-04-1973,,Y,72,60000,K,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,74,57000,,,,,,,0
DE01838361,PDL VERWALTUNGSGESELLSCHAFT MBH,17-10-2002,,Y,84,12500,M,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,,,,A,84,12500,,,,,,,0
DE01880319,EGGERS GRUNDSTÜCKSVERWALTUNGSGESELLSCHAFT MBH,02-04-1992,,Y,72,20000,L,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,DE31222128,PETER EGGERS HOLDING GMBH,DEU,B,67,24000,,,,,,,3
DE01867140,GRABOW UND KAMPE GMBH,27-10-1990,06-Sep,N,22,0,C,HEAD OFFICE,D,EUR,TRUE,DE,,LIMITED,,,,,,,,,D,19,0,,,,,,,0
DE01840687,FIELMANN AG & CO. OHG,09-09-2005,,N,-13,0,G,HEAD OFFICE,not_scored,,TRUE,DE,,LIMITED,,,,,,,,,not_scored,-13,0,,,,,,,0
DE01890366,NABTESCO PRECISION EUROPE GMBH,23-03-1992,20 - 49,Y,92,3400000,C,HEAD OFFICE,A,EUR,TRUE,DE,99365330,LIMITED,1830614,,,,,JP002305507,NABTESCO CORPORATION,JPN,A,92,3150000,2192571,97656694,,,,,6
